Code,Legal Name,Business Name,Status,ABN,ACN,RTO Type,Web Address,Registration Manager,Legal Authority,Initial Registration Date,Start Date,End Date,Address,Chief Executive Contact Name,Chief Executive Emails,Chief Executive Title,Chief Executive Phone,Public Enquiries Contact Name,Public Enquiries Contact Title,Public Enquiries Email,Public Enquiries Phone,Registration Enquiries Contact Name,Registration Enquiries Title,Registration Enquiries Email,Registration Enquiries Phone,Qualifications,Courses
416,Holmesglen Institute,Centre for Applied Research and Innovation;Holmesglen Centre for Applied Research and Innovation;HOLMESGLEN INSTITUTE;HOLMESGLEN INSTITUTE OF TAFE;Holmesglen Institute of Technology;Mackenzie Research Institute;The Melbourne Tunneling and Construction Centre;The Tunneling and Civil Construction Academy;The Victorian Tunneling Centre,Current,40096756729.0,,"Technical And Further Education Institute, Skills Institute Or Polytechnic",http://www.holmesglen.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,21/06/1996,01/07/2022,30/06/2029,"1 Batesford Road, Chadstone, VIC, 3148",Ms Mary Faraone,Mary.Faraone@holmesglen.edu.au,0400000000,0395641503,,,info@holmesglen.edu.au,0395641555,Ms. Therese Hickey,"Executive Officer, Quality and Education Compliance",therese.hickey@holmesglen.edu.au,0418995837,,
417,Gippsland Institute of Technical and Further Education,TAFE Gippsland,Current,42624574808.0,,"Technical And Further Education Institute, Skills Institute Or Polytechnic",http://www.tafegippsland.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,04/12/1995,01/07/2022,30/06/2029,"Cnr Princes Drive & Monash Way, Morwell, VIC, 3840",Laura Macpherson,ceooffice@tafegippsland.edu.au,,0351504220,,,enquiries@tafegippsland.edu.au,1300133717,Mr. Brad Beach,Director Academic Governance,bbeach@tafegippsland.edu.au,0419309432,,
427,SARINA RUSSO SCHOOLS AUSTRALIA PTY LTD,SARINA RUSSO INSTITUTE,Current,39010129325.0,10129325.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.sri.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,17/12/2023,16/12/2030,"100 Eagle Street, Brisbane City, QLD, 4000",Ms Kathleen Newcombe,newcombek@russo.qld.edu.au,0422444722,0422444722,Ms Kathleen Newcombe,CEO Sarina Russo Group,newcombek@russo.qld.edu.au,0422444722,Ms Kathleen Newcombe,Chief Executive Officer,newcombek@russo.qld.edu.au,0422444722,,
442,Department of Defence,DEPARTMENT OF DEFENCE,Current,68706814312.0,,Enterprise - Government,http://www.defence.gov.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,11/01/1994,01/06/2019,30/05/2026,"Australian Defence College, Kirkpatrick St, Weston, ACT, 2612",Rear Admrl. James Lybrand,defence.rto@defence.gov.au,,0251318155,Mr. Kieran Doery,Manager RTO Compliance,Defence.RTO@defence.gov.au,0251318155,Mr. Kieran Doery,Manager RTO Compliance,Defence.RTO@defence.gov.au,0251318155,,
449,Youth With A Mission Canberra Inc,YWAM Training,Current,40345561378.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.ywamcanberra.org,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1997,13/05/2024,12/05/2031,"76 Federal Highway, Watson, ACT, 2602",Mr Bruce Skinner,bruce@ywamwollongong.org,0414796902,0262415500,,,rto@ywamcanberra.org,0262415500,Mr Bruce Skinner,CEO,bruce@ywamwollongong.org,0262415500,,
452,The Pharmacy Guild of Australia,ACP TRAINING,Current,84519669143.0,,Industry Association,https://www.acp.edu.au/pharmacy-assistants/training/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1995,01/04/2024,31/03/2031,"132 Leichhardt St, SPRING HILL, QLD, 4000",Mrs Amanda Seeto,ExecutiveOfficer@acp.edu.au,,0731443647,,,learnersupport@acp.edu.au,0731443680,Mrs Tracey Silcox,National RTO Compliance Manager,compliance@acp.edu.au,0731443622,,
485,Mobile Welding Services Pty Ltd,,Current,36003419789.0,3419789.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.fabinoxweldingacademy.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,22/07/1998,01/09/2022,31/08/2029,"69 Melbourne Rd, RIVERSTONE, NSW, 2765",Mr. David Lortan,david@fabinox.com.au,417466189,0417466189,Mrs Sagree Gounden,Administration Manager,academy@fabinox.com.au,0296276237,Mr. David Lortan,CEO,david@fabinox.com.au,0417466189,,
561,Hamilton Secondary College,,Current,17476764433.0,,School - Government,http://www.hamcoll.sa.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,19/12/2003,01/01/2019,30/12/2025,"815 Marion Road, Mitchell Park, SA, 5043",Ms Peta Kourbelis,Peta.Kourbelis717@schools.sa.edu.au,,882758300,Mr. Rod Yon,Assistant Principal,Rod.Yon211@schools.sa.edu.au,82758300,Mr. Rod Yon,Assistant Principal,Rod.Yon211@schools.sa.edu.au,82758300,,
573,South Australian Metropolitan Fire Service,SA METROPOLITAN FIRE SERVICE,Current,26897550904.0,,Enterprise - Government,https://www.mfs.sa.gov.au/,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,22/12/2000,31/03/2022,30/03/2029,"99 Wakefield Street, Adelaide, SA, 5000",Mr Jeff Swann,Jeff.Swann@eso.sa.gov.au,0438669102,81153613,Mr Shane Presch,"Coordinator, Quality Learning Systems",shane.presch@eso.sa.gov.au,0882436542,Mr Shane Presch,"Coordinator, Quality Learning Systems",shane.presch@eso.sa.gov.au,0882436542,,
577,Logging Investigation and Training Association Inc,LITA Training,Current,86069972687.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.lita.org.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,06/04/1998,31/03/2020,30/03/2027,"Wireless Road West, Mount Gambier, SA, 5290",Mrs Sandra Kanahs,training@lita.org.au,0409691784,0887256082,Mrs. Sam Jellesma,"Administration, Quality & Finance Officer",info@lita.org.au,0887256082,Mrs Sandra Kanahs,CEO,training@lita.org.au,0887256082,,
581,Carlisle Learning and Development Pty Ltd,Heavy Equipment Training and Assessment,Current,30008165062.0,8165062.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://www.carlislelearning.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,08/05/2003,08/11/2018,07/11/2025,"20 Oborn Rd, MOUNT BARKER, SA, 5251",Mr. Bernard Croese,bernard@carlislelearning.com.au,422827602,422827602,Mr. Colin Robert Paul,Managing Director,rob@carlislelearning.com.au,0428151366,Mr Bernard Croese,RTO Manager,admin@carlislelearning.com.au,0422827602,,
590,AMES Australia,AMES Australia,Current,49056993913.0,,Community Based Adult Education Provider,http://www.ames.net.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/11/1992,01/12/2019,30/11/2026,"Level 4 1 Little Collins St, MELBOURNE, VIC, 3000",Ms Catherine Scarth,scarthc@ames.net.au,0399384224,0399384224,Mrs Linh Le-Dwyer,Senior Manager Education Services,LeL@ames.net.au,+61399384286,Mrs Linh Le-Dwyer,Senior Manager Education Services,LeL@ames.net.au,+61399384286,,
609,Amana Living Incorporated,Amana Living Training Institute,Current,45582438433.0,75359705.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,https://training.amanaliving.com.au/,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,19/02/1998,06/02/2025,30/11/2031,"level 1/1-9 Tanunda Dr, Rivervale, WA, 6103",Ms Stephanie Buckland,sbuckland@amanaliving.com.au,,94246302,Fiona Bissett,Training Operations Coordinator,cdias@amanaliving.com.au,0894246382,Fiona Bissett,Training Compliance and Curriculum Manager,fbissett@amanaliving.com.au,1300492703,,
627,MTA WA Training Inc,MTA WA Training inc.,Current,17206382663.0,,Industry Association,http://www.mtawa.com.au,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,10/11/1994,08/11/2018,31/10/2025,"253 Balcatta Road, BALCATTA, WA, 6021",Mr Stephen Moir,stephen.moir@mtawa.com.au,,0892339800,Jayne Kay,Training Administration Team Leader,jayne.kay@mtawa.com.au,0892339800,Mr Mel Greenhow,Registered Training Organisation Manager,mel.greenhow@mtawa.com.au,92339800,,
645,Department for Correctional Services,DEPARTMENT FOR CORRECTIONAL SERVICES;DEPARTMENT OF JUSTICE;JUSTICE INFORMATION SYSTEMS SERVICES;PRISON INDUSTRIES SA;VOCATIONAL TRAINING AND EDUCATION CENTRE OF SA,Current,44736536754.0,,Enterprise - Government,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,27/02/2004,31/12/2019,29/12/2026,"400 King William Street, Adelaide, SA, 5000",Ms Kate Muslera,kate.muslera2@sa.gov.au,,0400358310,Mr Carl Schneider,Quality Systems and Improvement Lead,Carl.Schneider@sa.gov.au,0883508008,Mr Carl Schneider,Quality Systems and Improvement Lead,Carl.Schneider@sa.gov.au,0883508008,,
647,Construction Industry Training Centre Inc,CONSTRUCTION INDUSTRY TRAINING CENTREINCORPORATED,Current,87725908160.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.citc.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/05/2002,01/11/2022,31/10/2029,"491 - 499 South Road, Regency Park, SA, 5942",Mr. Simon George Last,simon@citc.com.au,0427010602,0883014500,Ms. Jennie Goodwin,Office Manager,jennie@citc.com.au,0883014500,Mr. Paul Deverix,Compliance Manager,paul@citc.com.au,(08)83014500,,
649,Australian Fisheries Academy Ltd,AUSTRALIAN MARITIME AND FISHERIES ACADEMY,Current,89086232760.0,86232760.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.amfa.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,23/02/2004,31/03/2019,30/03/2026,"Fishing Industry House
Dockside, Port Adelaide, SA, 5015",Mr Robert Miller,bmiller@afa.edu.au,0412985712,0883032745,Mrs. Laurie Cyra Gibson,Business Manager,info@afa.edu.au,0883032780,Mrs. Laurie Cyra Gibson,Business Manager,lgibson@afa.edu.au,0883032779,,
653,Top Office Personnel Pty Ltd,SKILLS@TOP,Current,77010937578.0,10937578.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.topoffice.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,19/03/2023,16/03/2030,"9 Darling Street, Ipswich, QLD, 4305",Mrs Belinda Hermann,belinda@topoffice.com.au,0412397803,0738122920,Mrs Karen Earley,Training Co-ordinator,skills@topoffice.com.au,0738122920,Mrs Belinda Hermann,General Manager/Director,belinda@topoffice.com.au,0738122920,,
662,RRW and Co Pty Ltd,NATIONAL ON SITE TRAINING,Current,39089292375.0,89292375.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.nost.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,31/05/2022,30/05/2029,"Ground Floor
167 Logan Road, Woolloongabba, QLD, 4102",Ms Rowena Walker,ROWENA@NOST.EDU.AU,0413109250,0733911718,Rev. Anthony Barber,(Details not provided),anthony@nost.edu.au,0733911718,Rev. Anthony Barber,(Details not provided),anthony@nost.edu.au,0733911718,,
667,Max Solutions Pty Ltd,MAX SOLUTIONS,Current,51067092737.0,67092737.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.maxsolutions.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,01/10/2022,30/09/2029,"Suite 4 107 Miles Platting Rd, EIGHT MILE PLAINS, QLD, 4113",Mr. Darren Hooper,darren.hooper@maxsolutions.com.au,0412594582,0737271300,Mr David Youssf,Director,david.youssf@sia.edu.au,0390207331,Mr David Youssf,Director,david.youssf@sia.edu.au,0390207331,,
670,The Australian Institute of Professional Counsellors Pty Ltd,Institute of Allied Health;THE AUSTRALIAN INSTITUTE OF PROFESSIONAL COUNSELLORS,Current,25077738035.0,77738035.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.aipc.net.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,30/09/2022,29/09/2029,"230 Brunswick St, FORTITUDE VALLEY, QLD, 4006",Ms Sandra Poletto,sandra@aipc.net.au,0731122000,0731122000,Ms. Hayley Wood,Education Manager,hayley.wood@aipc.net.au,0731122000,Ms. Anda Davies,Head of Regulation and Accreditation,anda.davies@aipc.net.au,0731122000,,
677,Wynnum Manly Employment and Training Assoc Inc,,Current,15121837932.0,,Community Based Adult Education Provider,,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,23/05/2023,21/05/2030,"58 Yamboyna  Street, Manly, QLD, 4179",Mr Shane Cowan,shanec@ceagroup.com.au,0413436414,0413436414,Ms. Sharon Cowan,Deputy Manager,sharonc@ceagroup.com.au,0734571200,Ms. Sharon Cowan,Deputy Manager,sharonc@ceagroup.com.au,0734571200,,
678,Guardrite Security and Industry Training Pty Limited,,Current,94081062973.0,81062973.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.guardrite.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,21/05/2024,20/05/2031,"86 Bathurst St, LIVERPOOL, NSW, 2170",Ms. Angela Mamalicos,info@guardrite.edu.au,,0291455289,Ms. Angela Mamalicos,CEO,info@guardrite.edu.au,0291455289,Ms. Angela Mamaliocs,CEO,info@guardrite.edu.au,0450977899,,
686,AUSTRALIAN TRAINING ACADEMY PTY. LTD.,Australian Training Academy Pty Ltd,Current,74068264095.0,68264095.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.ata.qld.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,23/06/2024,22/06/2031,"49 Chetwynd St, LOGANHOLME, QLD, 4129",Mr Richard Heaton,admin@ata.qld.edu.au,0400506365,0400506365,Mr Ian James Montellier,Operations Manager,ian.montellier@ata.qld.edu.au,35215533,Mr Ian James Montellier,Operations Manager,ian.montellier@ata.qld.edu.au,35215533,,
699,CSTC Pty Ltd,CONSTRUCTION SKILLS TRAINING CENTRE;Embark College;Kia Ora Training and Assessment;Succession Training and Assessment,Current,85078440105.0,78440105.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.cstc.org.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,29/10/2024,28/10/2031,"878 Beaudesert Rd, COOPERS PLAINS, QLD, 4108",Mr Gregory Michael Simcoe,gregory.simcoe@cstc.org.au,0411727995,0733738888,,,Brisbane@cstc.org.au,0733738888,Mrs. Michelle Curro,Quality and Resource Development Manager,quality@cstc.org.au,(07)33738888,,
709,SKILL CENTRED QUEENSLAND INC,Moreton Bay Business Enterprise Centre;SkillCentred,Current,45993018598.0,,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.skillcentred.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,30/09/2022,29/09/2029,"Lot 391 Morris St, GYMPIE, QLD, 4570",Mrs Alicia Cord,ceo@skillcentred.com.au,0438774883,0438774883,Mrs Alicia Cord,Chief Executive Officer,ceo@skillcentred.com.au,0438774883,Mrs Alicia Cord,Chief Executive Officer,ceo@skillcentred.com,0438774883,,
773,Vocational Language Learning Centres (Aust.) Pty Ltd,VOCATIONAL LANGUAGE LEARNING CENTRES (AUST.) PTY LTD,Current,23008296704.0,8296704.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.vllc.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,17/08/2004,17/08/2019,16/08/2026,"28A Thomas Street, East Devonport, TAS, 7310",Ms Michele Colledge,vllc@vllc.com.au,0419327056,0364270551,Ms Michele Colledge,National Administrator,vllc@vllc.com.au,0364270551,Ms Michele Colledge,National Administrator,vllc@vllc.com.au,0364270551,,
812,The Quest Group Pty Ltd,Quest Training Solutions,Current,34051804267.0,51804267.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.questsolutions.com.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,06/01/1994,02/03/2024,01/03/2031,"Office 12 7 Beissel St, BELCONNEN, ACT, 2617",Mr Evan Jones,evan.jones@questsolutions.com.au,,0262530588,Mrs Phoebe Nghiem,Training Manager,phoebe.nghiem@questsolutions.com.au,(02)62530588,Mrs Marie Yoshimura,Training Manager,marie.yoshimura@questsolutions.com.au,(02)62530588,,
826,First Impressions Resources Pty Ltd,AUSTRALIAN VOCATIONAL ACADEMY;FIRST IMPRESSIONS RESOURCES;THE AUSTRALIAN RETAIL COLLEGE,Current,93071952915.0,71952915.0,Education/training Business Or Centre: Privately Operated Registered Training Organisation,http://www.fir.edu.au,Australian Skills Quality Authority,National Vocational Education and Training Regulator Act 2011,01/01/1998,31/12/2023,30/12/2030,"Unit 11 2962 Logan Rd, UNDERWOOD, QLD, 4119",Mr James Vial,jamesvial@fir.edu.au,,0402840510,Ms Lee Birrell,National Training & Administration Manager,leebirrell@fir.edu.au,(07)38441300,Mr James Vial,Chief Executive Officer,james.vial@ava.edu.au,(07)38441300,,
843,Department of Justice,Department of Justice,Current,70598519443.0,,Enterprise - Government,http://www.justice.wa.gov.au,Western Australian Training Accreditation Council (WA TAC),Section 27(1) of the Vocational Education and Training Act WA 1996,19/02/1998,12/12/2019,30/11/2026,"4 Allen Court, BENTLEY, WA, 6102",Mr Scott Lobb,scott.lobb@justice.wa.gov.au,,0892123901,Ms Holly Leach,Manager Learning Support Services,holly.leach@justice.wa.gov.au,0892123969,Ms Holly Leach,Manager Learning Support Services,holly.leach@justice.wa.gov.au,0892123969,,
